Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2013-01-11 13:20:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Friday,TARAVAL,NONE,1100 Block of OCEAN AV,-122.455615861538,37.7238590120011
2008-11-27 21:00:00,MISSING PERSON,MISSING ADULT,Thursday,TARAVAL,NONE,2200 Block of GREAT HY,-122.507245187757,37.7444515250052
2009-01-21 23:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Wednesday,RICHMOND,"ARREST, BOOKED",1000 Block of GREAT HY,-122.510225749052,37.7672442209616
2005-02-26 14:32:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NOT PROSECUTED,GEARY ST / POWELL ST,-122.408231026268,37.7873594949331
2011-11-15 04:55:00,ROBBERY,"ROBBERY ON THE STREET, STRONGARM",Tuesday,SOUTHERN,NONE,200 Block of 3RD ST,-122.399998282236,37.7845711318078
2009-05-02 13:00:00,OTHER OFFENSES,TRAFFIC VIOLATION,Saturday,NORTHERN,NONE,400 Block of HAIGHT ST,-122.429622714719,37.772155828498704
2012-02-10 16:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,TARAVAL,NONE,1200 Block of 10TH AV,-122.467516984807,37.764912422628704
2009-10-28 16:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Wednesday,PARK,NONE,500 Block of FREDERICK ST,-122.45377485668502,37.7662135348094
2013-08-20 15:10:00,WARRANTS,WARRANT ARREST,Tuesday,CENTRAL,"ARREST, BOOKED",900 Block of COLUMBUS AV,-122.414263444238,37.8031918743285
2011-12-04 03:30:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,TENDERLOIN,NONE,200 Block of MASON ST,-122.409523740653,37.7857602954934
2014-06-27 13:30:00,SECONDARY CODES,JUVENILE INVOLVED,Friday,TARAVAL,NONE,200 Block of MIDDLEFIELD DR,-122.486205438256,37.7303132169002
2003-08-04 10:51:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,CENTRAL,"ARREST, BOOKED",1200 Block of PINE ST,-122.416386784625,37.7900934803531
2015-02-06 16:30:00,ASSAULT,BATTERY,Friday,SOUTHERN,NONE,600 Block of MINNA ST,-122.412315780647,37.777343040466
2003-08-07 14:22:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Thursday,SOUTHERN,"ARREST, BOOKED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2007-03-22 03:30:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Thursday,MISSION,UNFOUNDED,400 Block of CASTRO ST,-122.435150099812,37.7617597243598
2005-04-23 18:05:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,RICHMOND,"ARREST, CITED",25TH AV / GEARY BL,-122.484731728974,37.7800917077805
2009-11-28 00:41:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,TENDERLOIN,COMPLAINANT REFUSES TO PROSECUTE,200 Block of HYDE ST,-122.415721688006,37.7830679886919
2003-01-07 10:45:00,ASSAULT,ATTEMPTED SIMPLE ASSAULT,Tuesday,MISSION,NONE,0 Block of HOFF ST,-122.420436287467,37.764174331875296
2006-09-20 18:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Wednesday,NORTHERN,NONE,WEBSTER ST / GEARY BL,-122.431206932079,37.7845681170336
2012-06-01 07:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Friday,CENTRAL,NONE,1400 Block of CLAY ST,-122.416962843507,37.79296084409079
2007-04-21 11:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,400 Block of VALENCIA ST,-122.42207304894,37.766125945480105
2008-06-24 11:00:00,LARCENY/THEFT,"LOST PROPERTY, PETTY THEFT",Tuesday,INGLESIDE,NONE,MISSION ST / 29TH ST,-122.420896598735,37.7440381549154
2008-03-21 15:30:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Friday,TENDERLOIN,"ARREST, CITED",300 Block of EDDY ST,-122.412930522059,37.7838344374141
2005-12-16 04:29:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Friday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402246029097,37.7810888153345
2008-09-01 01:39:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Monday,MISSION,"ARREST, BOOKED",100 Block of GUERRERO ST,-122.424667736344,37.769414974373
2004-05-29 00:50:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Saturday,CENTRAL,"ARREST, CITED",LARKIN ST / CALIFORNIA ST,-122.419039119337,37.7907880214222
2003-04-18 10:47:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Friday,MISSION,NONE,23RD ST / VALENCIA ST,-122.420814360146,37.7537031921389
2010-07-01 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,RICHMOND,NONE,JOHNFKENNEDY DR / 10TH AV,-122.489804747862,37.7708917848848
2011-12-18 20:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,NORTHERN,NONE,GOUGH ST / PAGE ST,-122.422407312809,37.7740841093313
2012-10-16 09:30:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,CENTRAL,NONE,1200 Block of STOCKTON ST,-122.408521098782,37.7974917824231
2014-02-06 15:40:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Thursday,CENTRAL,"ARREST, BOOKED",1000 Block of FRONT ST,-122.400322130617,37.801309902275
2003-05-04 23:59:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,BAYVIEW,NONE,500 Block of RHODE ISLAND ST,-122.402315027402,37.7628581810457
2014-01-23 19:23:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661
2007-05-28 07:06:00,WARRANTS,ENROUTE TO DEPARTMENT OF CORRECTIONS,Monday,INGLESIDE,"ARREST, BOOKED",0 Block of VIRGINIA AV,-122.420967440564,37.742851737444894
2005-06-13 22:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, MOTORCYCLE",Monday,INGLESIDE,NONE,DOLORES ST / 30TH ST,-122.424233082454,37.742236668294
2011-07-31 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Sunday,TENDERLOIN,NONE,0 Block of TAYLOR ST,-122.41055128181002,37.78250255901021
2006-12-01 08:00:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Friday,RICHMOND,NONE,2300 Block of POST ST,-122.440760813886,37.784237111166505
2007-12-10 16:35:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE FOR SALE,Monday,SOUTHERN,"ARREST, BOOKED",0 Block of 6TH ST,-122.40942036456,37.7816150265786
2012-01-28 18:30:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, CITED",3RD ST / SHAFTER AV,-122.391800296943,37.7316450604526
2009-03-05 19:45:00,NON-CRIMINAL,LOST PROPERTY,Thursday,MISSION,NONE,3400 Block of 24TH ST,-122.420898579827,37.7520342761511
2012-12-01 13:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,MISSION ST / 6TH ST,-122.408710606663,37.78097067220529
2003-01-07 21:39:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Tuesday,MISSION,"ARREST, BOOKED",18TH ST / MISSION ST,-122.419360352769,37.76183580124221
2003-10-01 07:00:00,DISORDERLY CONDUCT,DISTURBING THE PEACE,Wednesday,MISSION,NONE,VALENCIA ST / DUBOCE AV,-122.422367409571,37.7698682392501
2011-12-29 15:08:00,ASSAULT,BATTERY,Thursday,SOUTHERN,"ARREST, BOOKED",100 Block of 6TH ST,-122.407474439624,37.779911669335
2007-04-30 16:05:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Monday,TARAVAL,JUVENILE ADMONISHED,OCEAN AV / BRIGHTON AV,-122.455136571438,37.72367220324121
2013-03-23 23:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of JEFFERSON ST,-122.419919493342,37.80764035119071
2009-11-23 18:30:00,ASSAULT,THREATENING PHONE CALL(S),Monday,CENTRAL,NONE,800 Block of GEARY ST,-122.417273344939,37.7861493947594
2006-10-02 06:27:00,OTHER OFFENSES,OBSCENE PHONE CALLS(S),Monday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2012-08-24 10:30:00,VEHICLE THEFT,STOLEN TRUCK,Friday,PARK,NONE,0 Block of TEMPLE ST,-122.443329369505,37.7623601327481
2014-09-04 14:30:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Thursday,RICHMOND,NONE,2900 Block of GEARY BL,-122.450591365057,37.78192652036979
2007-08-09 20:00:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Thursday,RICHMOND,NONE,600 Block of 28TH AV,-122.487666812003,37.777073065662
2006-02-08 05:30:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Wednesday,RICHMOND,NONE,DIVISADERO ST / SUTTER ST,-122.439874051543,37.7852471617812
2010-05-09 12:00:00,EMBEZZLEMENT,EMBEZZLED VEHICLE,Sunday,RICHMOND,EXCEPTIONAL CLEARANCE,400 Block of POINTLOBOS AV,-122.508107482192,37.7799953645239
2015-03-02 18:48:00,NON-CRIMINAL,LOCATED PROPERTY,Monday,RICHMOND,NONE,300 Block of 3RD AV,-122.461202846502,37.7821020995406
2006-11-28 16:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,CENTRAL,NONE,CALIFORNIA ST / GRANT AV,-122.405942287669,37.7924508111721
2009-05-29 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TENDERLOIN,NONE,EDDY ST / HYDE ST,-122.415885065788,37.783516056415294
2011-06-17 18:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Friday,INGLESIDE,NONE,0 Block of PAULDING ST,-122.441486253182,37.7276713347056
2011-02-13 10:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Sunday,CENTRAL,NONE,400 Block of POWELL ST,-122.408431861057,37.7887772719153
2008-03-04 23:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,MISSION,NONE,16TH ST / VALENCIA ST,-122.421886357981,37.7649178909424
2003-03-20 11:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Thursday,MISSION,NONE,3000 Block of 18TH ST,-122.412427346072,37.7616751087994
2004-03-02 07:30:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,NONE,1000 Block of POTRERO AV,-122.406539115148,37.7564864109309
2013-12-26 06:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Thursday,INGLESIDE,NONE,BOSWORTH ST / LYELL ST,-122.431955738461,37.732993205473
2013-11-28 02:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Thursday,NORTHERN,NONE,POLK ST / CLAY ST,-122.421056878203,37.7923840813812
2003-08-21 14:15:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Thursday,TENDERLOIN,"ARREST, CITED",0 Block of STOCKTON ST,-122.406212878217,37.786037162351896
2015-02-20 07:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,NORTHERN,NONE,GOUGH ST / EDDY ST,-122.424109315499,37.78247564227721
2009-09-03 15:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Thursday,TENDERLOIN,NONE,TURK ST / JONES ST,-122.412414263581,37.7830037964534
2009-05-17 12:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,THOR AV / CHENERY ST,-122.434302680081,37.7345286964921
2003-02-09 17:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,TENDERLOIN,NONE,300 Block of OFARRELL ST,-122.410530908418,37.7861517236899
2009-05-14 08:14:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,NORTHERN,"ARREST, CITED",EDDY ST / WEBSTER ST,-122.4306117479,37.7816441555164
2008-04-16 23:30:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Wednesday,BAYVIEW,"ARREST, BOOKED",17TH ST / WISCONSIN ST,-122.399665928123,37.764956715066106
2012-12-29 17:54:00,NON-CRIMINAL,LOST PROPERTY,Saturday,SOUTHERN,NONE,700 Block of HARRISON ST,-122.397814506334,37.7821372491619
2005-11-17 09:37:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,INGLESIDE,"ARREST, BOOKED",500 Block of FLOOD AV,-122.451811738395,37.729924108122
2010-07-16 12:30:00,MISSING PERSON,FOUND PERSON,Friday,INGLESIDE,LOCATED,3300 Block of MISSION ST,-122.421644478447,37.7429970144076
2012-05-05 23:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,POST ST / MARKET ST,-122.402070243227,37.788719868813295
2012-11-17 03:22:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Saturday,MISSION,"ARREST, BOOKED",300 Block of GRANDVIEW AV,-122.442162011195,37.7528249319514
2003-11-28 01:44:00,FRAUD,FALSE ID TO PEACE OFFICER,Friday,TENDERLOIN,"ARREST, BOOKED",100 Block of GOLDEN GATE AV,-122.413047972078,37.7819119628298
2011-05-19 21:00:00,VANDALISM,"MALICIOUS MISCHIEF, GRAFFITI",Thursday,SOUTHERN,NONE,400 Block of BRANNAN ST,-122.395985970867,37.77883482056821
2011-05-19 00:01:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,MISSION,NONE,22ND ST / SOUTH VAN NESS AV,-122.416569016036,37.755568796919
2007-10-17 12:00:00,BURGLARY,"BURGLARY OF APARTMENT HOUSE, UNLAWFUL ENTRY",Wednesday,MISSION,NONE,400 Block of ALABAMA ST,-122.412163194382,37.7635464709422
2004-05-12 16:05:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Wednesday,BAYVIEW,NONE,2300 Block of CESAR CHAVEZ ST,-122.399679574042,37.7494852273741
2007-02-25 14:25:00,DRUG/NARCOTIC,POSSESSION OF NARCOTICS PARAPHERNALIA,Sunday,TENDERLOIN,"ARREST, BOOKED",400 Block of TURK ST,-122.417170993889,37.78245402494621
2014-03-06 10:10:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Thursday,MISSION,NONE,600 Block of 14TH ST,-122.428254748888,37.7677090926808
2007-03-05 15:40:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Monday,INGLESIDE,NONE,GENEVA AV / CAYUGA AV,-122.443696904615,37.718927976006
2014-07-23 14:00:00,FRAUD,FALSE ID TO PEACE OFFICER,Wednesday,PARK,"ARREST, BOOKED",2400 Block of GEARY BL,-122.443597047511,37.7826435280939
2012-10-21 20:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Sunday,MISSION,NONE,22ND ST / BARTLETT ST,-122.419860961947,37.755366882850296
2010-05-18 13:16:00,PROSTITUTION,SOLICITS FOR ACT OF PROSTITUTION,Tuesday,TARAVAL,"ARREST, BOOKED",2500 Block of 35TH AV,-122.492708772491,37.7394765462922
2004-07-06 21:25:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,TARAVAL,NONE,100 Block of BROAD ST,-122.45756661137,37.7131276841881
2008-03-17 22:30:00,OTHER OFFENSES,TRAFFIC VIOLATION,Monday,INGLESIDE,"ARREST, CITED",BOSWORTH ST / LIPPARD AV,-122.435838640562,37.733874419666
2003-03-08 21:37:00,ASSAULT,BATTERY,Saturday,CENTRAL,"ARREST, BOOKED",200 Block of GREEN ST,-122.403966475272,37.800081122495
2009-09-17 07:15:00,DRUG/NARCOTIC,POSSESSION OF BASE/ROCK COCAINE,Thursday,TENDERLOIN,"ARREST, BOOKED",ELLIS ST / JONES ST,-122.412784096502,37.78486569395261
2012-04-07 23:05:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,600 Block of EDDY ST,-122.418360181974,37.783149897821104
2005-07-01 22:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Friday,INGLESIDE,NONE,200 Block of RICHLAND AV,-122.421633400114,37.735796179728496
2007-11-30 06:35:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Friday,MISSION,"ARREST, BOOKED",TREAT AV / 17TH ST,-122.413591695561,37.7638222259421
2005-11-20 12:50:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Sunday,TENDERLOIN,NONE,200 Block of POWELL ST,-122.408064958219,37.78690218196761
2005-06-28 10:00:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, UNLAWFUL ENTRY",Tuesday,SOUTHERN,NONE,600 Block of MISSION ST,-122.40093111397,37.7871900467437
2003-07-26 09:30:00,FRAUD,"CREDIT CARD, THEFT OF",Saturday,NORTHERN,NONE,1900 Block of POLK ST,-122.4214269222,37.7946028272407
2012-02-12 07:45:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,MISSION,NONE,18TH ST / SHOTWELL ST,-122.416078423909,37.762034786651896
2004-02-07 01:40:00,ASSAULT,BATTERY,Saturday,SOUTHERN,"ARREST, BOOKED",500 Block of HARRISON ST,-122.393469162416,37.7855694880471
2010-08-27 21:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Friday,NORTHERN,NONE,500 Block of HAIGHT ST,-122.431289969136,37.7720549755537
2007-03-09 09:40:00,BURGLARY,"BURGLARY OF RESIDENCE, FORCIBLE ENTRY",Friday,SOUTHERN,COMPLAINANT REFUSES TO PROSECUTE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2009-12-22 21:13:00,TRESPASS,TRESPASSING,Tuesday,BAYVIEW,NONE,100 Block of WESTPOINT RD,-122.380382266471,37.7353538209895
2006-02-26 04:30:00,NON-CRIMINAL,FOUND PROPERTY,Sunday,NORTHERN,NONE,300 Block of FULTON ST,-122.422558408222,37.7789043433116
2014-07-07 22:13:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Monday,RICHMOND,NONE,300 Block of CLEMENT ST,-122.462828915971,37.7830681361445
2004-08-21 13:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,RICHMOND,NONE,200 Block of 14TH AV,-122.473119936079,37.7834666598475
2007-12-12 03:00:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Wednesday,MISSION,NONE,1000 Block of VALENCIA ST,-122.421148325289,37.7564977562817
2005-10-19 20:25:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Wednesday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2003-10-31 22:29:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Friday,INGLESIDE,NONE,600 Block of HEARST AV,-122.452296089335,37.7306215653725
2007-09-09 17:30:00,LOITERING,BEGGING,Sunday,SOUTHERN,"ARREST, CITED",STERLING ST / BRYANT ST,-122.392842353178,37.7836932208099
2013-08-06 11:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,RICHMOND,NONE,100 Block of 7TH AV,-122.465626000175,37.7857260461296
2003-02-08 11:05:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,TARAVAL,NONE,2300 Block of 24TH AV,-122.48118317163,37.7437268170337
2014-02-20 18:57:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Thursday,TARAVAL,"ARREST, CITED",KIRKHAM ST / 19TH AV,-122.47681374528798,37.759834106936495
2007-11-13 12:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,7TH ST / MARKET ST,-122.41251534135598,37.78047774805079
2007-02-23 21:00:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Friday,CENTRAL,NONE,GEARY ST / LARKIN ST,-122.418090766692,37.7861007451645
2009-08-05 06:45:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Wednesday,SOUTHERN,NONE,1200 Block of STEVENSON ST,-122.421156425027,37.7729410051971
2003-01-06 23:00:00,NON-CRIMINAL,LOST PROPERTY,Monday,RICHMOND,NONE,25TH AV / GEARY BL,-122.484731728974,37.7800917077805
2011-10-07 01:00:00,NON-CRIMINAL,LOST PROPERTY,Friday,SOUTHERN,NONE,POWELL ST / MARKET ST,-122.407545855931,37.784401179486
2010-06-02 02:40:00,ASSAULT,THREATS AGAINST LIFE,Wednesday,BAYVIEW,NONE,300 Block of WILLIAMS AV,-122.399443658942,37.73017601616471
2008-09-06 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,POWELL ST / NORTHPOINT ST,-122.412143310586,37.8067579023106
2006-04-23 04:20:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Sunday,NORTHERN,NONE,1700 Block of CALIFORNIA ST,-122.423156806774,37.7902088255652
2013-01-24 02:55:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Thursday,SOUTHERN,NONE,0 Block of NEWMONTGOMERY ST,-122.401210053923,37.7881040758724
2003-10-17 20:00:00,ASSAULT,THREATS AGAINST LIFE,Friday,INGLESIDE,NONE,300 Block of PRECITA AV,-122.412073203408,37.7467984636358
2013-12-12 07:50:00,MISSING PERSON,MISSING ADULT,Thursday,TARAVAL,NONE,900 Block of LINCOLN WY,-122.468051130409,37.765751774896
2006-12-17 16:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Sunday,INGLESIDE,NONE,0 Block of BADEN ST,-122.439805195361,37.7305274154075
2011-05-19 16:53:00,WARRANTS,WARRANT ARREST,Thursday,PARK,"ARREST, BOOKED",1800 Block of HAIGHT ST,-122.452706340322,37.7692156705894
2009-04-30 06:05:00,ASSAULT,BATTERY,Thursday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.406520987144,37.7850629421661
2014-03-31 15:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Monday,CENTRAL,PSYCHOPATHIC CASE,800 Block of POWELL ST,-122.409199824832,37.792524350182
2008-07-22 01:04:00,FORGERY/COUNTERFEITING,"CHECKS, FORGERY (FELONY)",Tuesday,RICHMOND,"ARREST, CITED",1700 Block of DIVISADERO ST,-122.440083043621,37.7857092469428
2003-11-14 22:30:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Friday,NORTHERN,NONE,1700 Block of POST ST,-122.430600096373,37.7855207172313
2013-04-04 16:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Thursday,SOUTHERN,NONE,MOSS ST / HOWARD ST,-122.408835317663,37.7784167763222
2009-11-12 13:10:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA FOR SALES,Thursday,TENDERLOIN,"ARREST, BOOKED",0 Block of MCALLISTER ST,-122.412606230898,37.7810067957738
2004-07-24 04:22:00,DISORDERLY CONDUCT,MAINTAINING A PUBLIC NUISANCE AFTER NOTIFICATION,Saturday,NORTHERN,"ARREST, BOOKED",PINE ST / LARKIN ST,-122.418844748105,37.7898297669362
2007-07-10 19:08:00,ARSON,ARSON,Tuesday,BAYVIEW,NONE,100 Block of CAMERON WY,-122.387181635995,37.7209669615499
2011-08-28 09:00:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Sunday,BAYVIEW,NONE,GILMAN AV / HAWES ST,-122.390019844731,37.71929875526279
2012-10-06 20:15:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,POST ST / FRANKLIN ST,-122.423217673913,37.7864017954155
2009-07-12 23:00:00,VEHICLE THEFT,STOLEN TRUCK,Sunday,BAYVIEW,NONE,LECONTE AV / 3RD ST,-122.397480899382,37.7188354421048
2011-04-04 00:01:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Monday,TARAVAL,NONE,2000 Block of 42ND AV,-122.50072150478998,37.7484762048069
2011-12-02 03:00:00,LARCENY/THEFT,GRAND THEFT AUTO STRIP,Friday,TARAVAL,NONE,1400 Block of 8TH AV,-122.464977594849,37.7612753814807
2008-07-11 13:18:00,OTHER OFFENSES,RESISTING ARREST,Friday,RICHMOND,"ARREST, BOOKED",500 Block of JOHNFKENNEDY DR,-122.466204667893,37.7725405391593
2011-01-14 11:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Friday,TARAVAL,NONE,0 Block of GARCIA AV,-122.459266753719,37.74480847558071
2003-12-12 12:10:00,VEHICLE THEFT,RECOVERED VEHICLE - STOLEN OUTSIDE SF,Friday,TARAVAL,NONE,3700 Block of TARAVAL ST,-122.50628628514,37.7416393313347
2005-06-13 16:00:00,FORGERY/COUNTERFEITING,"FORGERY, NOTES",Monday,BAYVIEW,NOT PROSECUTED,700 Block of BRUSSELS ST,-122.403750443804,37.7229277838502
2003-04-06 15:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Sunday,BAYVIEW,NONE,500 Block of HAMILTON ST,-122.408707633915,37.7242919300111
2006-11-17 00:40:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Friday,BAYVIEW,NONE,0 Block of HILLVIEW CT,-122.385120101084,37.7354837756996
2010-10-23 03:25:00,ASSAULT,BATTERY,Saturday,RICHMOND,NONE,500 Block of 8TH AV,-122.466150508318,37.7780505235325
2009-03-30 17:55:00,STOLEN PROPERTY,RECEIVING STOLEN PROPERTY,Monday,SOUTHERN,"ARREST, BOOKED",1100 Block of MARKET ST,-122.413564091744,37.779514030063
2013-10-04 13:00:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Friday,INGLESIDE,"ARREST, BOOKED",0 Block of BROOKDALE AV,-122.420864146521,37.71219982598
2009-03-20 19:00:00,NON-CRIMINAL,AIDED CASE,Friday,INGLESIDE,NONE,500 Block of ARLINGTON ST,-122.430723754242,37.73443231351671
2012-06-27 04:51:00,PROSTITUTION,LOITERING FOR PURPOSE OF PROSTITUTION,Wednesday,NORTHERN,"ARREST, CITED",POLK ST / CALIFORNIA ST,-122.420691680792,37.7905770710537
2003-09-18 00:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Thursday,PARK,NONE,100 Block of PIERCE ST,-122.433574435909,37.7712393589919
2003-12-27 12:00:00,VEHICLE THEFT,"VEHICLE, RECOVERED, AUTO",Saturday,MISSION,NONE,22ND ST / ALABAMA ST,-122.411273408102,37.7558882839957
2003-04-03 20:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Thursday,BAYVIEW,NONE,600 Block of PENNSYLVANIA AV,-122.393173541117,37.758918365891
2003-03-06 23:18:00,ASSAULT,INFLICT INJURY ON COHABITEE,Thursday,TARAVAL,NONE,1400 Block of 20TH AV,-122.478067213175,37.7606979828387
2006-01-09 02:00:00,MISSING PERSON,MISSING JUVENILE,Monday,RICHMOND,LOCATED,200 Block of 27TH AV,-122.487148144204,37.784702427257294
